,0,1,2,3,4
100,2,1,2016-07-14,1.9,1
101,2,1,2016-07-14,0.09,1
102,6,3,2016-07-15,0.1222579218744229,1
103,6,3,2016-07-16,0.1056167085739149,1
104,2,1,2016-07-16,0.93,1
105,6,3,2016-07-17,0.1362697026080732,1
106,2,1,2016-07-17,0.11,1
107,2,1,2016-07-17,0.13,1
108,6,3,2016-07-17,0.1070990091295849,1
109,6,3,2016-07-18,0.1099391401370874,1
110,6,3,2016-07-19,0.1094372355889273,1
111,2,1,2016-07-20,0.13,1
112,6,3,2016-07-20,0.1328282523584154,1
113,2,1,2016-07-20,1.0,1
114,2,1,2016-07-20,0.41,1
115,2,1,2016-07-20,2.0,1
116,6,3,2016-07-21,0.1190071096758911,1
117,2,1,2016-07-21,2.1100000000000003,1
118,6,3,2016-07-22,0.135457538103266,1
119,2,1,2016-07-22,0.81,1
120,2,1,2016-07-22,1.0,1
121,2,1,2016-07-22,1.1,1
122,2,1,2016-07-22,3.0,1
123,2,1,2016-07-22,1.9,1
124,6,3,2016-07-23,0.1280848771821029,1
125,6,3,2016-07-24,0.1042426168563442,1
126,6,3,2016-07-25,0.1160468236986488,1
127,6,3,2016-07-25,0.1073325596427454,1
128,6,3,2016-07-26,0.1142607704784272,1
129,6,3,2016-07-27,0.1370742632211853,1
130,2,1,2016-07-27,0.09,1
131,6,3,2016-07-28,0.1029951875125232,1
132,6,3,2016-07-29,0.1379043511323983,1
133,6,3,2016-07-29,0.1291868987976823,1
134,6,3,2016-07-30,0.1334943332796643,1
135,6,3,2016-07-31,0.1071673159319653,1
136,6,3,2016-08-01,0.1191437763617244,1
137,6,3,2016-08-02,0.1183620322509831,1
138,6,3,2016-08-02,0.124900817696029,1
139,6,3,2016-08-03,0.107789888106683,1
140,2,1,2016-08-04,0.22,1
141,6,3,2016-08-05,0.1200956142630691,1
142,6,3,2016-08-06,0.1284257985646223,1
143,2,1,2016-08-06,0.12,1
144,6,3,2016-08-07,0.1290622575342647,1
145,6,3,2016-08-07,0.1226405246307977,1
146,6,3,2016-08-08,0.1238380536186506,1
147,6,3,2016-08-09,0.1004788125190844,1
148,2,1,2016-08-09,0.12,1
149,6,3,2016-08-10,0.1273696314327933,1
150,6,3,2016-08-11,0.1046053698609635,1
151,6,3,2016-08-12,0.1120538022473905,1
152,6,3,2016-08-13,0.121974560950835,1
153,6,3,2016-08-13,0.102316492615958,1
154,6,3,2016-08-14,0.129359161758784,1
155,6,3,2016-08-15,0.1341742476805572,1
156,6,3,2016-08-16,0.1154672725088892,1
157,6,3,2016-08-17,0.1058496160449474,1
158,6,3,2016-08-17,0.1057670034236014,1
159,6,3,2016-08-18,0.1303607574366284,1
160,6,3,2016-08-19,0.1168892026183347,1
161,6,3,2016-08-20,0.1209912678209048,1
162,6,3,2016-08-21,0.1211564803243718,1
163,6,3,2016-08-22,0.1346009443554848,1
164,6,3,2016-08-22,0.1118177218086538,1
165,7,4,2016-08-23,1.03649577,1
166,7,4,2016-08-23,1.08049858,1
167,6,3,2016-08-23,0.1082559870239038,1
168,7,4,2016-08-24,1.05192001,1
169,7,4,2016-08-24,1.01531938,1
170,6,3,2016-08-25,0.1135895683312779,1
171,6,3,2016-08-26,0.1246244144269857,1
172,6,3,2016-08-27,0.1213304849504767,1
173,7,4,2016-08-27,1.04196837,1
174,6,3,2016-08-28,0.1268092826170867,1
175,7,4,2016-08-28,1.0451793,1
176,6,3,2016-08-29,0.1307449463070247,1
177,7,4,2016-08-29,1.88181773,1
178,6,3,2016-08-30,0.127248230736565,1
179,5,3,2016-08-30,0.06198735,1
180,7,4,2016-08-30,1.04313654,1
181,7,4,2016-08-30,1.05415213,1
182,6,3,2016-08-31,0.1236332717217738,1
183,7,4,2016-08-31,1.09813605,1
184,6,3,2016-08-31,0.1021573858029193,1
185,7,4,2016-08-31,1.0218734,1
186,7,4,2016-09-01,1.06587708,1
187,6,3,2016-09-01,0.1275664724021397,1
188,7,4,2016-09-01,1.06389324,1
189,7,4,2016-09-02,1.7914897100000002,1
190,6,3,2016-09-02,0.1220612242797162,1
191,7,4,2016-09-03,1.05991378,1
192,7,4,2016-09-03,1.07279322,1
193,6,3,2016-09-04,0.1341486992298469,1
194,7,4,2016-09-04,1.03095945,1
195,7,4,2016-09-04,1.0324594,1
196,6,3,2016-09-05,0.1036549662455208,1
197,7,4,2016-09-05,1.04507388,1
198,7,4,2016-09-05,1.03326628,1
199,6,3,2016-09-05,0.1100594715295381,1
200,7,4,2016-09-06,1.01352411,1
201,7,4,2016-09-06,1.0406235,1
202,6,3,2016-09-06,0.1111591878292598,1
203,7,4,2016-09-07,1.02726536,1
204,6,3,2016-09-07,0.1181542864279738,1
205,7,4,2016-09-08,2.43194964,1
206,7,4,2016-09-08,1.06613109,1
207,6,3,2016-09-08,0.1244209140301217,1
208,7,4,2016-09-09,1.0544273400000002,1
209,7,4,2016-09-09,1.09986016,1
210,6,3,2016-09-09,0.1144187198254075,1
211,7,4,2016-09-10,1.01155722,1
212,7,4,2016-09-10,1.02137648,1
213,6,3,2016-09-10,0.1283431365123085,1
214,7,4,2016-09-11,1.02199349,1
215,6,3,2016-09-11,0.1307256860778555,1
216,7,4,2016-09-11,1.09139234,1
217,7,4,2016-09-12,1.0842261400000002,1
218,6,3,2016-09-12,0.1244600452935484,1
219,7,4,2016-09-12,1.02689489,1
220,7,4,2016-09-13,1.02608757,1
221,6,3,2016-09-13,0.1198951112072864,1
222,7,4,2016-09-13,1.0609203500000002,1
223,7,4,2016-09-14,1.04188242,1
224,6,3,2016-09-14,0.1214043059201328,1
225,7,4,2016-09-15,1.23928295,1
226,7,4,2016-09-15,1.05205426,1
227,6,3,2016-09-15,0.1225874673907649,1
228,7,4,2016-09-16,1.05326349,1
229,6,3,2016-09-16,0.1095246213043359,1
230,7,4,2016-09-16,1.05942092,1
231,7,4,2016-09-17,1.05967092,1
232,6,3,2016-09-17,0.1236061570489699,1
233,7,4,2016-09-18,1.0309610100000002,1
234,7,4,2016-09-18,1.07656328,1
235,6,3,2016-09-19,0.1023445050510569,1
236,7,4,2016-09-19,1.46078133,1
237,7,4,2016-09-19,1.0663311800000002,1
238,6,3,2016-09-20,0.1063254908064792,1
239,7,4,2016-09-20,1.01864528,1
240,7,4,2016-09-20,1.02351338,1
241,6,3,2016-09-21,0.1091799330830582,1
242,7,4,2016-09-21,1.02240518,1
243,6,3,2016-09-22,0.1187125605277232,1
244,7,4,2016-09-22,1.23756526,1
245,6,3,2016-09-23,0.1178464550764824,1
246,7,4,2016-09-23,3.3371459600000004,1
247,7,4,2016-09-24,1.0663890500000002,1
248,6,3,2016-09-24,0.1311998919551157,1
249,7,4,2016-09-25,1.0167099000000002,1
250,7,4,2016-09-25,1.0765237,1
251,7,4,2016-09-26,1.5101511900000002,1
252,7,4,2016-09-27,1.05557113,1
253,7,4,2016-09-27,1.05061186,1
254,7,4,2016-09-28,1.0329769800000002,1
255,8,3,2016-09-28,0.1332739137017776,1
256,7,4,2016-09-28,1.08917073,1
257,6,3,2016-09-29,0.3106673425932778,1
258,7,4,2016-09-29,1.06607305,1
259,7,4,2016-09-30,1.65173358,1
260,7,4,2016-10-01,1.1450406000000002,1
261,7,4,2016-10-01,1.1015584900000002,1
262,6,3,2016-10-02,0.2129983234258398,1
263,7,4,2016-10-02,1.01899052,1
264,7,4,2016-10-02,1.06714875,1
265,7,4,2016-10-03,1.03496942,1
266,7,4,2016-10-04,1.06145813,1
267,6,3,2016-10-04,0.2170841286640887,1
268,7,4,2016-10-05,1.92250294,1
269,6,3,2016-10-07,0.2008591161529299,1
270,7,4,2016-10-07,3.80491268,1
271,9,3,2016-10-08,3.1348000000000003,1
272,7,4,2016-10-09,2.22869206,1
273,6,3,2016-10-09,0.20502565082687,1
274,7,4,2016-10-09,1.1722851600000002,1
275,7,4,2016-10-10,1.0211913,1
276,7,4,2016-10-10,1.0326914500000002,1
277,7,4,2016-10-11,1.04942554,1
278,6,3,2016-10-12,0.2143522440716323,1
279,7,4,2016-10-14,5.78039315,1
280,6,3,2016-10-14,0.2175174018375328,1
281,7,4,2016-10-15,1.09328872,1
282,7,4,2016-10-16,2.1118107200000003,1
283,7,4,2016-10-16,1.04111719,1
284,7,4,2016-10-17,1.01120458,1
285,7,4,2016-10-17,1.06578797,1
286,7,4,2016-10-18,1.0513104,1
287,7,4,2016-10-19,1.01858474,1
288,7,4,2016-10-20,2.76094667,1
289,6,3,2016-10-20,0.4998788417290899,1
290,7,4,2016-10-20,1.05172765,1
291,7,4,2016-10-21,1.10856233,1
292,7,4,2016-10-22,1.0503579900000002,1
293,7,4,2016-10-22,1.09388979,1
294,7,4,2016-10-23,1.29676579,1
295,7,4,2016-10-24,1.01640646,1
296,6,3,2016-10-24,0.2841768409318433,1
297,7,4,2016-10-24,1.07416605,1
298,7,4,2016-10-25,1.06008146,1
299,10,2,2016-10-25,9.372,1
300,11,2,2016-10-25,0.250967282735288,1
301,7,4,2016-10-26,1.04600616,1
302,7,4,2016-10-26,1.02994887,1
303,6,3,2016-10-27,0.2056383424758323,1
304,7,4,2016-10-27,1.02796115,1
305,7,4,2016-10-28,1.05985619,1
306,7,4,2016-10-29,1.0909434,1
307,9,3,2016-10-29,3.9509,1
308,6,3,2016-10-29,0.2094109620946617,1
309,7,4,2016-10-29,1.03276278,1
310,7,4,2016-10-30,1.39651283,1
311,7,4,2016-10-30,1.05584852,1
312,7,4,2016-10-31,1.37660135,1
313,6,3,2016-10-31,0.2262715409390456,1
314,7,4,2016-10-31,1.11188024,1
315,7,4,2016-11-01,1.01533058,1
316,7,4,2016-11-01,1.08895234,1
317,7,4,2016-11-02,1.06034556,1
318,7,4,2016-11-02,1.12781561,1
319,7,4,2016-11-02,1.03936936,1
320,6,3,2016-11-03,0.2303190653021606,1
321,7,4,2016-11-03,1.1275806000000002,1
322,7,4,2016-11-03,1.01123007,1
323,7,4,2016-11-03,1.06377568,1
324,6,3,2016-11-03,0.2057764632734226,1
325,6,3,2016-11-04,0.2257474171565597,1
326,12,3,2016-11-05,1.26588,1
327,6,3,2016-11-05,0.2525241050272947,1
328,7,4,2016-11-05,2.3841577600000003,1
329,6,3,2016-11-06,0.2523502290017377,1
330,6,3,2016-11-07,0.2528175649307417,1
331,6,3,2016-11-08,0.2681045431071228,1
332,6,3,2016-11-08,0.2112190476967358,1
333,6,3,2016-11-09,0.2231793664445168,1
334,6,3,2016-11-10,0.2308627900594938,1
335,6,3,2016-11-10,0.2013913733272627,1
336,6,3,2016-11-11,0.2599896166864888,1
337,6,3,2016-11-11,0.2104659154233728,1
338,6,3,2016-11-12,0.3050791986373967,1
339,6,3,2016-11-13,0.2615540435189297,1
340,6,3,2016-11-13,0.2478501591914887,1
341,6,3,2016-11-14,0.2876726895946745,1
342,7,4,2016-11-15,1.03605125,1
343,6,3,2016-11-15,0.2772074842335085,1
344,7,4,2016-11-16,1.0178420300000002,1
345,6,3,2016-11-16,0.2688505033808535,1
346,6,3,2016-11-16,0.2501549123583955,1
347,7,4,2016-11-17,1.05864546,1
348,6,3,2016-11-17,0.2085575176450873,1
349,6,3,2016-11-18,0.2710040921034294,1
350,7,4,2016-11-18,1.07553423,1
351,6,3,2016-11-18,0.2155591252622353,1
352,7,4,2016-11-19,1.03172375,1
353,6,3,2016-11-19,0.2052829407287253,1
354,7,4,2016-11-20,1.05815306,1
355,6,3,2016-11-20,0.2390686816294132,1
356,7,4,2016-11-20,1.06193877,1
357,6,3,2016-11-21,0.2685761643814121,1
358,7,4,2016-11-21,1.03903212,1
359,6,3,2016-11-21,0.228254791055331,1
360,7,4,2016-11-21,1.04800018,1
361,7,4,2016-11-22,1.03463144,1
362,6,3,2016-11-22,0.252127109117828,1
363,7,4,2016-11-23,1.74208603,1
364,6,3,2016-11-23,0.2379840628854898,1
365,7,4,2016-11-23,1.0464356300000002,1
366,7,4,2016-11-24,1.06650353,1
367,6,3,2016-11-24,0.2939408338805048,1
368,7,4,2016-11-24,1.06807775,1
369,6,3,2016-11-25,0.4240971726800096,1
370,6,3,2016-11-26,0.2205956028319237,1
371,7,4,2016-11-26,1.03320597,1
372,6,3,2016-11-26,0.2692351665039387,1
373,7,4,2016-11-27,1.04496214,1
374,6,3,2016-11-27,0.2320252566799956,1
375,6,3,2016-11-28,0.2438228199898507,1
376,6,3,2016-11-28,0.2060988288182897,1
377,7,4,2016-11-28,1.24676111,1
378,6,3,2016-11-29,0.2286106043161727,1
379,7,4,2016-11-29,1.0351080700000002,1
380,6,3,2016-11-30,0.2544058821933926,1
381,6,3,2016-12-01,0.2760413485827366,1
382,7,4,2016-12-01,1.07670241,1
383,6,3,2016-12-01,0.2719505394757247,1
384,7,4,2016-12-02,1.01220803,1
385,6,3,2016-12-02,0.2830155304269146,1
386,13,3,2016-12-03,1.4901605,1
387,7,4,2016-12-03,1.0319739,1
388,6,3,2016-12-03,0.2282018172437865,1
389,6,3,2016-12-03,0.2188731660753565,1
390,6,3,2016-12-04,0.2064105928840975,1
391,7,4,2016-12-04,1.04236155,1
392,6,3,2016-12-04,0.2141254788684106,1
393,6,3,2016-12-05,0.2701328352194366,1
394,7,4,2016-12-05,1.0148706200000002,1
395,6,3,2016-12-06,0.2080522302410225,1
396,7,4,2016-12-06,1.03361336,1
397,6,3,2016-12-06,0.2306307879377245,1
398,6,3,2016-12-07,0.1987656904444955,1
399,7,4,2016-12-07,1.02500594,1
400,6,3,2016-12-08,0.2811126423486735,1
401,6,3,2016-12-08,0.2765992367238077,1
402,7,4,2016-12-09,1.04748767,1
403,6,3,2016-12-09,0.2572672285912187,1
404,6,3,2016-12-10,0.2509954864014199,1
405,14,4,2016-12-10,1.000425347,1
406,6,3,2016-12-11,0.2300948110177299,1
407,14,4,2016-12-11,1.070609609,1
408,6,3,2016-12-11,0.2332920730338589,1
409,6,3,2016-12-12,0.2118409001852219,1
410,6,3,2016-12-13,0.268924602544689,1
411,14,4,2016-12-13,1.394249695,1
412,6,3,2016-12-14,0.289899887400363,1
413,14,4,2016-12-14,1.069313356,1
414,6,3,2016-12-14,0.2304025962271549,1
415,6,3,2016-12-15,0.2328555735874619,1
416,14,4,2016-12-15,1.047819161,1
417,6,3,2016-12-16,0.249706764930518,1
418,14,4,2016-12-16,1.031813334,1
419,6,3,2016-12-17,0.25769839043056,1
420,6,3,2016-12-17,0.2169056713056828,1
421,6,3,2016-12-18,0.2457948881657838,1
422,14,4,2016-12-18,1.021969396,1
423,6,3,2016-12-19,0.2420502818431988,1
424,6,3,2016-12-20,0.2027854331592908,1
425,14,4,2016-12-20,1.044584077,1
426,6,3,2016-12-20,0.2001366288724948,1
427,6,3,2016-12-21,0.1971125957498617,1
428,14,4,2016-12-21,1.026074404,1
429,6,3,2016-12-22,0.2068212964861248,1
430,7,4,2016-12-22,1.02274022,1
431,6,3,2016-12-23,0.2262510752766537,1
432,6,3,2016-12-23,0.2025829228838438,1
433,6,3,2016-12-24,0.2477888638486137,1
434,6,3,2016-12-25,0.2348419370969987,1
435,6,3,2016-12-26,0.2336198149582848,1
436,6,3,2016-12-26,0.1999762066293427,1
437,6,3,2016-12-27,0.2515847392221248,1
438,6,3,2016-12-28,0.2409704441112917,1
439,6,3,2016-12-29,0.2296165555366228,1
440,6,3,2016-12-29,0.2166423851986178,1
441,6,3,2016-12-30,0.2236540179127888,1
442,6,3,2016-12-31,0.2584808542343328,1
443,15,4,2017-01-01,1.026165628,1
444,6,3,2017-01-02,0.2233441412653349,1
445,15,4,2017-01-02,1.107242991,1
446,6,3,2017-01-03,0.2488589958323759,1
447,15,4,2017-01-03,1.06263349,1
448,15,4,2017-01-04,1.244352672,1
449,6,3,2017-01-04,0.2639401232506629,1
450,15,4,2017-01-04,1.1805432580000002,1
451,6,3,2017-01-05,0.2299752902052789,1
452,15,4,2017-01-05,1.033502335,1
453,6,3,2017-01-06,0.2642221928973689,1
454,15,4,2017-01-06,2.2352299600000003,1
455,15,4,2017-01-06,1.022022718,1
456,6,3,2017-01-07,0.275142105937331,1
457,15,4,2017-01-07,1.2498716040000002,1
458,15,4,2017-01-08,1.029385314,1
459,6,3,2017-01-08,0.197693405966463,1
460,15,4,2017-01-08,1.155693518,1
461,6,3,2017-01-08,0.2506349202346299,1
462,15,4,2017-01-09,1.291629928,1
463,6,3,2017-01-09,0.1976430958925989,1
464,15,4,2017-01-09,1.142722658,1
465,16,5,2017-01-10,0.995,1
466,16,5,2017-01-10,19.995,1
467,16,5,2017-01-10,229.995,1
468,6,3,2017-01-10,0.2407683027015971,1
469,15,4,2017-01-10,1.065078046,1
470,16,5,2017-01-10,99.995,1
471,15,4,2017-01-11,1.031628788,1
472,6,3,2017-01-11,0.259169276123176,1
473,15,4,2017-01-11,1.194119402,1
474,15,4,2017-01-12,1.4178313690000002,1
475,6,3,2017-01-12,0.223911880301749,1
476,15,4,2017-01-12,1.038034004,1
477,15,4,2017-01-13,1.056712225,1
478,15,4,2017-01-13,1.040129973,1
479,6,3,2017-01-13,0.241817965724672,1
480,15,4,2017-01-14,1.041411969,1
481,6,3,2017-01-14,0.2316532076488489,1
482,15,4,2017-01-14,1.0244204060000002,1
483,15,4,2017-01-15,1.469700133,1
484,6,3,2017-01-15,0.258552179649805,1
485,15,4,2017-01-15,1.185541962,1
486,6,3,2017-01-16,0.220577885041488,1
487,15,4,2017-01-16,1.1101825010000002,1
488,6,3,2017-01-17,0.2020936180457669,1
489,6,3,2017-01-18,0.2516247720996888,1
490,15,4,2017-01-18,3.220298768,1
491,15,4,2017-01-19,1.040928804,1
492,6,3,2017-01-19,0.2745165149170429,1
493,15,4,2017-01-19,1.353612459,1
494,6,3,2017-01-19,0.1978471462656889,1
495,15,4,2017-01-20,1.083272583,1
496,6,3,2017-01-20,0.2301603588168109,1
497,15,4,2017-01-20,1.088391926,1
498,15,4,2017-01-20,1.048061005,1
499,6,3,2017-01-21,0.2248265105749399,1
500,15,4,2017-01-21,1.123611064,1
501,6,3,2017-01-21,0.2073038147297989,1
502,15,4,2017-01-22,1.012590252,1
503,6,3,2017-01-22,0.2376693197756709,1
504,15,4,2017-01-22,1.063522988,1
505,15,4,2017-01-23,1.037516425,1
506,6,3,2017-01-23,0.2102305072622368,1
507,15,4,2017-01-23,1.264019958,1
508,6,3,2017-01-24,0.2249306860681698,1
509,15,4,2017-01-24,1.038995107,1
510,6,3,2017-01-24,0.2476939719605888,1
511,15,4,2017-01-25,1.2738737100000002,1
512,15,4,2017-01-25,1.041216256,1
513,6,3,2017-01-25,0.2431685084420008,1
514,15,4,2017-01-26,1.051084844,1
515,15,4,2017-01-26,1.003922668,1
516,6,3,2017-01-26,0.2490140060961648,1
517,6,3,2017-01-27,0.2281078359820137,1
518,15,4,2017-01-27,1.163227031,1
519,15,4,2017-01-27,1.060817201,1
520,6,3,2017-01-28,0.2671431976943015,1
521,15,4,2017-01-28,1.54953193,1
522,6,3,2017-01-28,0.2277534402641674,1
523,15,4,2017-01-29,1.226068152,1
524,6,3,2017-01-29,0.2328249573884913,1
525,15,4,2017-01-30,1.541718142,1
526,6,3,2017-01-30,0.2372580058353042,1
527,9,6,2017-01-30,1.0,1
528,9,7,2017-01-30,0.0852,1
529,15,4,2017-01-30,1.374001864,1
530,9,8,2017-01-30,9.1275,1
531,9,9,2017-01-31,0.1301,1
532,9,10,2017-01-31,0.1003,1
533,6,3,2017-01-31,0.2488294502469112,1
534,9,11,2017-01-31,0.0372,1
535,9,11,2017-01-31,0.0144,1
536,9,12,2017-01-31,8.6369,1
537,9,13,2017-01-31,1.2149,1
538,9,14,2017-01-31,3.0003,1
539,9,15,2017-01-31,0.0348,1
540,15,4,2017-01-31,1.194678471,1
541,9,16,2017-01-31,0.0324,1
542,9,13,2017-01-31,4.1309000000000005,1
543,9,17,2017-01-31,0.2202,1
544,9,18,2017-01-31,0.9996,1
545,6,3,2017-01-31,0.20909305556052,1
546,9,19,2017-01-31,0.8986000000000001,1
547,9,20,2017-02-01,0.1004,1
548,9,21,2017-02-01,0.7885000000000001,1
549,9,22,2017-02-01,0.1403,1
550,9,23,2017-02-01,0.1177,1
551,9,24,2017-02-01,0.1267,1
552,17,25,2017-02-01,4.63620021,1
553,15,4,2017-02-01,2.246131305,1
554,6,3,2017-02-01,0.2030551582149971,1
555,9,19,2017-02-01,1.1092000000000002,1
556,9,26,2017-02-01,45.133,1
557,9,27,2017-02-02,0.4005,1
558,9,28,2017-02-02,0.0708,1
559,9,29,2017-02-02,0.907,1
560,9,30,2017-02-02,2.9996,1
561,6,3,2017-02-02,0.23622995193286,1
562,9,31,2017-02-02,0.1005,1
563,9,32,2017-02-02,0.2009,1
564,9,33,2017-02-02,0.0916,1
565,9,34,2017-02-02,0.1083,1
566,9,35,2017-02-02,100.0739,1
567,9,36,2017-02-02,1.074,1
568,9,37,2017-02-03,4.2404,1
569,9,38,2017-02-03,0.9994,1
570,9,39,2017-02-03,2.2581,1
571,9,40,2017-02-03,3.2271,1
572,9,41,2017-02-03,0.8251000000000001,1
573,9,42,2017-02-03,26.7185,1
574,9,43,2017-02-03,0.5581,1
575,15,4,2017-02-03,1.021242323,1
576,9,39,2017-02-03,0.0365,1
577,9,39,2017-02-03,0.166,1
578,9,44,2017-02-03,0.109,1
579,6,3,2017-02-03,0.26637459957918,1
580,9,45,2017-02-03,0.125,1
581,7,4,2017-02-03,1.03751112,1
582,9,46,2017-02-04,2.0012000000000003,1
583,9,47,2017-02-04,0.2774,1
584,9,48,2017-02-04,8.806700000000001,1
585,9,49,2017-02-04,6.904400000000001,1
586,6,3,2017-02-04,0.2203565278168548,1
587,9,50,2017-02-04,0.018,1
588,9,32,2017-02-04,0.2135,1
589,9,51,2017-02-04,1.7013,1
590,7,4,2017-02-04,1.02643352,1
591,9,32,2017-02-04,0.6272000000000001,1
592,9,52,2017-02-04,0.0203,1
593,9,53,2017-02-05,0.0896,1
594,9,54,2017-02-05,0.6273000000000001,1
595,9,55,2017-02-05,0.0896,1
596,9,56,2017-02-05,0.5377000000000001,1
597,9,56,2017-02-05,0.3172,1
598,9,57,2017-02-05,0.0374,1
599,6,3,2017-02-05,0.2139407912523648,1
600,15,4,2017-02-05,1.033941836,1
601,9,58,2017-02-05,10.0529,1
602,9,59,2017-02-05,0.9177,1
603,9,60,2017-02-05,19.9998,1
604,9,61,2017-02-05,3.5608000000000004,1
605,9,62,2017-02-05,0.0241,1
606,9,63,2017-02-05,0.2857,1
607,9,64,2017-02-05,0.2649,1
608,9,32,2017-02-05,0.1793,1
609,6,3,2017-02-05,0.2391249427060517,1
610,15,4,2017-02-06,1.01912256,1
611,9,65,2017-02-06,0.0316,1
612,9,65,2017-02-06,0.0222,1
613,9,39,2017-02-06,0.1824,1
614,9,39,2017-02-06,0.0885,1
615,9,66,2017-02-06,15.334,1
616,18,67,2017-02-06,10.0,1
617,9,68,2017-02-06,0.5967,1
618,6,3,2017-02-06,0.2224085888843897,1
619,19,69,2017-02-06,0.1,1
620,19,69,2017-02-06,34.89904462178607,1
621,9,68,2017-02-06,1.6866,1
622,9,70,2017-02-06,0.4288,1
623,9,71,2017-02-07,0.089,1
624,15,4,2017-02-07,1.1614657350000002,1
625,9,72,2017-02-07,0.1003,1
626,9,73,2017-02-07,2.9305000000000003,1
627,9,74,2017-02-07,5.0002,1
628,9,75,2017-02-07,25.801800000000004,1
629,9,32,2017-02-07,2.6584000000000003,1
630,9,76,2017-02-07,0.3383,1
631,9,59,2017-02-07,2.0364,1
632,9,77,2017-02-07,0.3918,1
633,9,78,2017-02-07,0.2677,1
634,9,79,2017-02-07,0.6326,1
635,9,32,2017-02-07,0.1537,1
636,6,3,2017-02-07,0.2600499163774848,1
637,9,80,2017-02-07,0.1168,1
638,9,36,2017-02-07,1.0004000000000002,1
639,9,80,2017-02-07,0.1529,1
640,9,81,2017-02-07,0.1,1
641,9,82,2017-02-07,3.8733,1
642,9,32,2017-02-07,0.54,1
