hash,from,to,value,timeStamp,blockNumber,tokenSymbol,contractAddress,isError,gasPrice,gasUsed
AlphaHomora_44,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.876619180415653,1449652202,0,,,0,0,0
AlphaHomora_45,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3886118115208538,1449695369,0,,,0,0,0
AlphaHomora_46,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.4534501388500979,1450040903,0,,,0,0,0
AlphaHomora_47,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.9548396937290948,1450083957,0,,,0,0,0
AlphaHomora_48,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5632870450933275,1450127308,0,,,0,0,0
AlphaHomora_49,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5992927394285107,1450170356,0,,,0,0,0
AlphaHomora_50,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.993695772017252,1450214877,0,,,0,0,0
AlphaHomora_51,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.9966489454830896,1450256599,0,,,0,0,0
AlphaHomora_52,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.561123540873466,1450300056,0,,,0,0,0
AlphaHomora_53,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3042184656802844,1450343237,0,,,0,0,0
AlphaHomora_54,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.2785325659570594,1450388299,0,,,0,0,0
AlphaHomora_55,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3196283563870212,1450429284,0,,,0,0,0
AlphaHomora_56,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3242156644906674,1450472683,0,,,0,0,0
AlphaHomora_57,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3369631679043474,1450515912,0,,,0,0,0
AlphaHomora_58,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3362727508823888,1450558891,0,,,0,0,0
AlphaHomora_59,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.347723374530664,1450602200,0,,,0,0,0
AlphaHomora_60,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3458666037688551,1450645433,0,,,0,0,0
AlphaHomora_61,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.436969175104189,1450688712,0,,,0,0,0
AlphaHomora_62,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.378411919628568,1450731940,0,,,0,0,0
AlphaHomora_63,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.5076662785623125,1450774973,0,,,0,0,0
AlphaHomora_64,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.325201502219684,1450818726,0,,,0,0,0
AlphaHomora_65,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3417312601753109,1450861534,0,,,0,0,0
AlphaHomora_66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2489020799107762,1450904889,0,,,0,0,0
AlphaHomora_67,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.25545001241915,1450948221,0,,,0,0,0
AlphaHomora_68,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.368246861467121,1450991434,0,,,0,0,0
AlphaHomora_69,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3770759096645169,1451034478,0,,,0,0,0
AlphaHomora_70,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2428062564153946,1451077473,0,,,0,0,0
AlphaHomora_71,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3572485811244988,1451121327,0,,,0,0,0
AlphaHomora_72,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3234322337293418,1451163844,0,,,0,0,0
AlphaHomora_73,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.326335655475475,1451207323,0,,,0,0,0
AlphaHomora_74,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2291780128503726,1451250444,0,,,0,0,0
AlphaHomora_75,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2503023777859992,1451293421,0,,,0,0,0
AlphaHomora_76,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3062396712807176,1451337328,0,,,0,0,0
AlphaHomora_77,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.4462536537225563,1451380112,0,,,0,0,0
AlphaHomora_78,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.4112321746812049,1451423546,0,,,0,0,0
AlphaHomora_79,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.473914224155614,1451466093,0,,,0,0,0
AlphaHomora_80,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2518375138297746,1451509423,0,,,0,0,0
AlphaHomora_81,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2826551944354658,1451553007,0,,,0,0,0
AlphaHomora_82,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.34670200253578,1451596087,0,,,0,0,0
AlphaHomora_83,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.282117366052372,1451639307,0,,,0,0,0
AlphaHomora_84,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2713198805547683,1451682448,0,,,0,0,0
AlphaHomora_85,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.5649586862608893,1451725906,0,,,0,0,0
AlphaHomora_86,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3340699408023922,1451768850,0,,,0,0,0
AlphaHomora_87,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.532183076835746,1451812387,0,,,0,0,0
AlphaHomora_88,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.4148185228587995,1451855541,0,,,0,0,0
AlphaHomora_89,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.4769014950558332,1451898653,0,,,0,0,0
AlphaHomora_90,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2264747522516246,1451941511,0,,,0,0,0
AlphaHomora_91,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3190592827982115,1451985204,0,,,0,0,0
AlphaHomora_92,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.237794831174158,1452028101,0,,,0,0,0
AlphaHomora_93,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.1386647530965075,1452071025,0,,,0,0,0
AlphaHomora_94,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3726512464331948,1452114115,0,,,0,0,0
AlphaHomora_95,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.2212070175016516,1452157490,0,,,0,0,0
AlphaHomora_96,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.3324654071811242,1452200568,0,,,0,0,0
AlphaHomora_97,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.4211949217689976,1452244338,0,,,0,0,0
AlphaHomora_98,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7599790485909453,1452287181,0,,,0,0,0
AlphaHomora_99,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5061070866559984,1452344616,0,,,0,0,0
AlphaHomora_100,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.1946570825849592,1452373367,0,,,0,0,0
AlphaHomora_101,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.945397194147892,1452416587,0,,,0,0,0
AlphaHomora_102,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5784349393096133,1452459796,0,,,0,0,0
AlphaHomora_103,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7994042672859278,1452502876,0,,,0,0,0
AlphaHomora_104,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.6158084113207422,1452546242,0,,,0,0,0
AlphaHomora_105,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7826833438799842,1452589297,0,,,0,0,0
AlphaHomora_106,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.1238387118784951,1452632504,0,,,0,0,0
AlphaHomora_107,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.2644921837059762,1452675721,0,,,0,0,0
AlphaHomora_108,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.6464726507027991,1452848472,0,,,0,0,0
AlphaHomora_109,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7668313746611318,1452891673,0,,,0,0,0
AlphaHomora_110,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.843882693739649,1452934887,0,,,0,0,0
AlphaHomora_111,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.6760705778532642,1452978238,0,,,0,0,0
AlphaHomora_112,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.8406354672061747,1453021429,0,,,0,0,0
AlphaHomora_113,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7718756085587458,1453064477,0,,,0,0,0
AlphaHomora_114,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.1405862834033846,1453107666,0,,,0,0,0
AlphaHomora_115,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.9518107234934722,1453150897,0,,,0,0,0
AlphaHomora_116,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.1520037795468634,1453194053,0,,,0,0,0
AlphaHomora_117,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.8996930085774133,1453237258,0,,,0,0,0
AlphaHomora_118,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.268968091339031,1453280448,0,,,0,0,0
AlphaHomora_119,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.195188097213051,1453323700,0,,,0,0,0
AlphaHomora_120,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.8606160910328366,1453366871,0,,,0,0,0
AlphaHomora_121,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.6886296946658598,1453410086,0,,,0,0,0
AlphaHomora_122,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5602006074847936,1453453286,0,,,0,0,0
AlphaHomora_123,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.2116963647860495,1453496516,0,,,0,0,0
AlphaHomora_124,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.7093644477531836,1453539671,0,,,0,0,0
AlphaHomora_125,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.6198877926562526,1453582841,0,,,0,0,0
AlphaHomora_126,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.867954077495477,1453626136,0,,,0,0,0
AlphaHomora_127,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.9414389643659162,1453669314,0,,,0,0,0
AlphaHomora_128,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.079128693526377,1453712535,0,,,0,0,0
AlphaHomora_129,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.8217691083491947,1453755702,0,,,0,0,0
AlphaHomora_130,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,1.0162683627869655,1453798844,0,,,0,0,0
AlphaHomora_131,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.4438627445452322,1453842066,0,,,0,0,0
AlphaHomora_132,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.725624514735167,1453885287,0,,,0,0,0
AlphaHomora_133,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.4844921640452441,1453928456,0,,,0,0,0
AlphaHomora_134,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3158891553098091,1453971752,0,,,0,0,0
AlphaHomora_135,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.2198582517982252,1454014882,0,,,0,0,0
AlphaHomora_136,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5733222907373562,1454058044,0,,,0,0,0
AlphaHomora_137,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5840824303869352,1454101349,0,,,0,0,0
AlphaHomora_138,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5727325422864123,1454144466,0,,,0,0,0
AlphaHomora_139,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5282819744528334,1454187723,0,,,0,0,0
AlphaHomora_140,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5060265483800672,1454230965,0,,,0,0,0
AlphaHomora_141,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.414471616797211,1454274049,0,,,0,0,0
AlphaHomora_142,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5056766601372541,1454317266,0,,,0,0,0
AlphaHomora_143,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.3012543692833821,1454360440,0,,,0,0,0
AlphaHomora_144,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.4937048055531091,1454403728,0,,,0,0,0
AlphaHomora_145,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.494780348133734,1454446895,0,,,0,0,0
AlphaHomora_146,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.5263785668310281,1454490146,0,,,0,0,0
AlphaHomora_147,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.221263553738333,1454532862,0,,,0,0,0
AlphaHomora_148,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.1537400311627551,1454576445,0,,,0,0,0
AlphaHomora_149,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.167651025735475,1454619710,0,,,0,0,0
AlphaHomora_150,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0x8db98f07d8bec0038da3d13ed93adcf09316ef66,0.156403213563267,1454662851,0,,,0,0,0
